0,0,24,28,20122.8,0,5528.25,0
1,0,25,28,20122.8,0,5528.25,0
2,0,26,28,20122.8,0,5528.25,0
3,0,27,28,20122.8,0,5528.25,0
4,0,28,28,20122.8,0,5528.25,0
5,0,29,28,20122.8,0,5528.25,0
6,0,30,28,20122.8,0,5528.25,0
7,0,31,28,20122.8,0,5528.25,0
8,0,32,28,20122.8,0,5528.25,0
9,0,33,28,20122.8,0,5528.25,0
10,0,34,28,20122.8,0,5528.25,0
11,0,35,28,20122.8,0,5528.25,0
12,0,36,28,20122.8,0,5528.25,0
13,1,20,28,20122.8,0,5528.25,0
14,1,21,28,20122.8,0,5528.25,0
15,1,22,27,20509.8,0,5528.25,0
16,1,22,28,20122.8,0,5528.25,0
17,1,23,27,20509.8,0,5528.25,0
18,1,23,28,20122.8,0,5528.25,0
19,1,24,27,20509.8,0,5528.25,0
20,1,24,28,20122.8,0,5528.25,0
21,1,25,27,20509.8,0,5528.25,0
22,1,25,28,20122.8,0,5528.25,0
23,1,26,26,20896.8,0,5528.25,0
24,1,26,27,20509.8,0,5528.25,0
25,1,26,28,20122.8,0,5528.25,0
26,1,27,26,20896.8,0,5528.25,0
27,1,27,27,20509.8,0,5528.25,0
28,1,27,28,20122.8,0,5528.25,0
29,1,28,26,20896.8,0,5528.25,0
30,1,28,27,20509.8,0,5528.25,0
31,1,28,28,20122.8,0,5528.25,0
32,1,29,26,20896.8,0,5528.25,0
33,1,29,27,20509.8,0,5528.25,0
34,1,29,28,20122.8,0,5528.25,0
35,1,30,26,20896.8,0,5528.25,0
36,1,30,27,20509.8,0,5528.25,0
37,1,30,28,20122.8,0,5528.25,0
38,1,31,26,20896.8,0,5528.25,0
39,1,31,27,20509.8,0,5528.25,0
40,1,31,28,20122.8,0,5528.25,0
41,1,32,26,20896.8,0,5528.25,0
42,1,32,27,20509.8,0,5528.25,0
43,1,32,28,20122.8,0,5528.25,0
44,1,33,26,20896.8,0,5528.25,0
45,1,33,27,20509.8,0,5528.25,0
46,1,33,28,20122.8,0,5528.25,0
47,1,34,26,20896.8,0,5528.25,0
48,1,34,27,20509.8,0,5528.25,0
49,1,34,28,20122.8,0,5528.25,0
50,1,35,27,20509.8,0,5528.25,0
51,1,35,28,20122.8,0,5528.25,0
52,1,36,27,20509.8,0,5528.25,0
53,1,36,28,20122.8,0,5528.25,0
54,1,37,27,20509.8,0,5528.25,0
55,1,37,28,20122.8,0,5528.25,0
56,1,38,27,20509.8,0,5528.25,0
57,1,38,28,20122.8,0,5528.25,0
58,1,39,28,20122.8,0,5528.25,0
59,2,16,28,20122.8,0,5528.25,0
60,2,17,28,20122.8,0,5528.25,0
61,2,18,27,20509.8,0,5528.25,0
62,2,18,28,20122.8,0,5528.25,0
63,2,19,27,20509.8,0,5528.25,0
64,2,19,28,20122.8,0,5528.25,0
65,2,20,27,20509.8,0,5528.25,0
66,2,20,28,20122.8,0,5528.25,0
67,2,21,26,20896.8,0,5528.25,0
68,2,21,27,20509.8,0,5528.25,0
69,2,21,28,20122.8,0,5528.25,0
70,2,22,26,20896.8,0,5528.25,0
71,2,22,27,20509.8,0,5528.25,0
72,2,22,28,20122.8,0,5528.25,0
73,2,23,26,20896.8,0,5528.25,0
74,2,23,27,20509.8,0,5528.25,0
75,2,23,28,20122.8,0,5528.25,0
76,2,24,25,21283.725,0,5528.25,0
77,2,24,26,20896.8,0,5528.25,0
78,2,24,27,20509.8,0,5528.25,0
79,2,24,28,20122.8,0,5528.25,0
80,2,25,25,21283.725,0,5528.25,0
81,2,25,26,20896.8,0,5528.25,0
82,2,25,27,20509.8,0,5528.25,0
83,2,25,28,20122.8,0,5528.25,0
84,2,26,25,21283.725,0,5528.25,0
85,2,26,26,20896.8,0,5528.25,0
86,2,26,27,20509.8,0,5528.25,0
87,2,26,28,20122.8,0,5528.25,0
88,2,27,25,21283.725,0,5528.25,0
89,2,27,26,20896.8,0,5528.25,0
90,2,27,27,20509.8,0,5528.25,0
91,2,27,28,20122.8,0,5528.25,0
92,2,28,25,21283.725,0,5528.25,0
93,2,28,26,20896.8,0,5528.25,0
94,2,28,27,20509.8,0,5528.25,0
95,2,28,28,20122.8,0,5528.25,0
96,2,29,25,21283.725,0,5528.25,0
97,2,29,26,20896.8,0,5528.25,0
98,2,29,27,20509.8,0,5528.25,0
99,2,29,28,20122.8,0,5528.25,0
100,2,30,25,21283.725,0,5528.25,0
101,2,30,26,20896.8,0,5528.25,0
102,2,30,27,20509.8,0,5528.25,0
103,2,30,28,20122.8,0,5528.25,0
104,2,31,25,21283.725,0,5528.25,0
105,2,31,26,20896.8,0,5528.25,0
106,2,31,27,20509.8,0,5528.25,0
107,2,31,28,20122.8,0,5528.25,0
108,2,32,25,21283.725,0,5528.25,0
109,2,32,26,20896.8,0,5528.25,0
110,2,32,27,20509.8,0,5528.25,0
111,2,32,28,20122.8,0,5528.25,0
112,2,33,25,21283.725,0,5528.25,0
113,2,33,26,20896.8,0,5528.25,0
114,2,33,27,20509.8,0,5528.25,0
115,2,33,28,20122.8,0,5528.25,0
116,2,34,25,21283.725,0,5528.25,0
117,2,34,26,20896.8,0,5528.25,0
118,2,34,27,20509.8,0,5528.25,0
119,2,34,28,20122.8,0,5528.25,0
120,2,35,25,21283.725,0,5528.25,0
121,2,35,26,20896.8,0,5528.25,0
122,2,35,27,20509.8,0,5528.25,0
123,2,35,28,20122.8,0,5528.25,0
124,2,36,25,21283.725,0,5528.25,0
125,2,36,26,20896.8,0,5528.25,0
126,2,36,27,20509.8,0,5528.25,0
127,2,36,28,20122.8,0,5528.25,0
128,2,37,26,20896.8,0,5528.25,0
129,2,37,27,20509.8,0,5528.25,0
130,2,37,28,20122.8,0,5528.25,0
131,2,38,26,20896.8,0,5528.25,0
132,2,38,27,20509.8,0,5528.25,0
133,2,38,28,20122.8,0,5528.25,0
134,2,39,27,20509.8,0,5528.25,0
135,2,39,28,20122.8,0,5528.25,0
136,2,40,27,20509.8,0,5528.25,0
137,2,40,28,20122.8,0,5528.25,0
138,2,41,28,20122.8,0,5528.25,0
139,3,14,28,20122.8,0,5528.25,0
140,3,15,28,20122.8,0,5528.25,0
141,3,16,27,20509.8,0,5528.25,0
142,3,16,28,20122.8,0,5528.25,0
143,3,17,27,20509.8,0,5528.25,0
144,3,17,28,20122.8,0,5528.25,0
145,3,18,26,20896.8,0,5528.25,0
146,3,18,27,20509.8,0,5528.25,0
147,3,18,28,20122.8,0,5528.25,0
148,3,19,26,20896.8,0,5528.25,0
149,3,19,27,20509.8,0,5528.25,0
150,3,19,28,20122.8,0,5528.25,0
151,3,20,25,21283.725,0,5528.25,0
152,3,20,26,20896.8,0,5528.25,0
153,3,20,27,20509.8,0,5528.25,0
154,3,20,28,20122.8,0,5528.25,0
